severity,bounding_box_percentage,road_type,traffic_density,rainfall_probability,temperature_celsius,season,days_until_critical
0,3.4,1,0,50,41.4,1,27
2,16.05,1,2,20,44.9,1,4
0,3.71,1,1,30,39.8,1,22
1,8.75,0,2,35,15.0,0,17
2,35.0,1,2,74,25.2,2,2
2,14.44,2,0,71,24.0,2,2
0,6.72,1,2,7,29.0,1,20
0,5.93,1,1,35,21.6,0,32
1,3.84,0,0,8,9.6,0,26
2,22.41,0,2,44,29.8,1,2
2,36.37,0,1,28,26.1,2,2
0,5.48,2,1,30,18.4,0,29
2,25.17,2,2,46,33.7,1,2
1,16.22,0,0,2,16.5,0,19
0,3.08,2,0,27,17.5,0,35
1,13.64,2,2,27,43.8,1,4
1,17.67,0,2,8,40.6,1,12
1,12.08,0,2,34,35.4,2,8
1,12.63,1,1,73,26.3,2,9
0,1.01,1,0,38,18.9,0,28
1,5.44,0,0,6,29.1,1,20
1,12.58,0,2,2,11.4,0,14
0,4.16,2,2,30,8.6,0,16
0,3.75,1,1,20,40.8,1,34
2,30.89,1,0,67,29.7,2,2
0,3.6,0,2,55,42.5,1,18
1,9.95,0,0,36,37.3,2,16
2,16.51,2,0,89,31.2,2,3
2,38.05,2,2,68,30.3,2,2
2,33.68,1,0,74,27.3,2,2
2,27.87,2,0,31,9.4,0,15
1,4.41,2,0,20,30.9,1,23
1,11.65,0,0,22,29.5,1,23
1,12.75,1,1,8,44.0,1,23
2,36.05,1,0,25,35.0,1,3
1,17.28,1,2,72,25.2,2,2
1,16.16,2,1,43,28.7,1,15
0,1.5,2,2,6,12.1,0,22
0,1.95,2,1,29,17.4,0,27
2,17.05,1,0,6,20.8,0,18
1,7.93,1,0,20,33.8,1,20
2,24.73,1,0,34,30.6,1,7
1,7.8,0,2,2,21.8,0,18
1,3.81,1,1,1,21.3,0,22
2,29.8,1,1,5,30.4,1,6
2,17.99,1,1,58,26.6,2,2
0,6.76,0,1,19,30.8,1,25
1,17.48,2,2,27,13.0,0,10
2,27.71,2,1,38,10.8,0,5
0,5.33,1,2,65,24.2,2,10
1,4.7,0,1,43,34.9,1,16
1,12.58,0,2,37,29.7,1,11
0,5.03,2,0,49,30.8,1,26
0,2.91,2,2,23,8.2,0,22
1,10.49,2,0,83,29.8,2,8
1,16.9,2,1,29,14.0,0,21
0,4.03,2,2,24,12.0,0,17
2,38.26,1,2,37,37.9,2,2
0,4.51,0,2,26,9.5,0,24
2,26.09,0,2,51,28.6,1,2
1,14.65,1,0,35,13.3,0,22
0,6.4,1,1,41,40.0,1,27
2,33.9,1,0,32,32.8,1,8
1,16.5,2,0,26,8.5,0,20
0,5.83,0,1,65,28.7,2,27
0,4.51,2,1,25,19.6,0,26
2,22.93,1,0,47,29.6,2,3
0,3.78,0,2,40,16.1,0,25
1,5.39,2,1,66,26.9,2,13
2,29.31,2,0,34,20.9,0,11
0,5.33,2,1,8,21.8,0,26
0,2.43,0,2,34,19.8,0,20
2,13.45,1,1,35,37.1,2,2
2,37.96,0,0,7,29.8,1,5
1,4.16,1,0,23,20.8,0,25
0,6.73,1,0,4,31.6,1,33
1,16.62,1,1,45,26.5,2,11
2,15.28,2,2,21,21.9,0,2
1,3.08,2,2,91,34.4,2,2
0,3.83,2,0,44,27.0,2,24
1,7.91,0,0,14,9.2,0,24
1,8.23,1,0,35,17.1,0,21
1,10.69,2,1,25,43.7,1,17
2,28.34,1,1,37,12.4,0,7
0,6.24,2,1,27,38.1,1,25
0,1.8,2,1,22,34.4,1,30
2,36.9,0,1,32,11.5,0,2
2,12.84,2,1,11,41.8,1,12
1,4.09,0,1,42,13.2,0,20
0,5.16,1,2,13,14.5,0,27
1,8.78,0,2,38,11.0,0,15
2,28.07,2,2,41,13.9,0,2
1,5.96,1,1,31,15.0,0,23
0,2.62,1,0,74,27.3,2,22
0,5.59,1,0,98,37.8,2,21
1,3.59,0,2,27,25.0,2,9
0,2.29,1,2,48,33.9,1,25
1,7.48,2,0,29,36.4,1,24
2,14.88,0,1,53,24.7,2,2
1,6.4,2,2,5,31.2,1,11
1,16.02,2,0,58,36.4,2,13
1,13.32,0,1,50,41.8,1,14
1,11.75,2,0,7,9.8,0,28
1,4.84,2,1,92,27.4,2,4
1,7.83,2,1,46,36.2,1,20
2,35.4,0,1,56,33.2,2,2
2,14.1,0,2,31,8.8,0,7
1,8.11,0,1,37,18.7,0,18
2,24.71,1,1,44,35.9,2,2
1,10.7,1,1,76,26.6,2,9
1,7.61,1,0,98,33.1,2,14
2,37.03,0,0,11,11.7,0,15
1,8.28,2,2,7,43.8,1,13
0,3.8,1,2,3,35.5,1,26
1,8.74,0,0,79,26.7,2,13
1,10.78,2,2,6,39.6,1,11
2,15.23,0,0,2,16.1,0,16
1,13.74,0,2,75,29.5,2,7
0,3.72,2,2,10,41.4,1,18
2,14.64,1,2,32,20.7,0,7
2,35.87,1,2,44,32.1,1,2
0,6.75,1,1,42,14.6,0,27
1,16.22,0,0,10,39.5,1,23
1,16.1,2,0,30,29.9,1,16
0,5.93,2,2,33,36.6,1,16
0,3.44,1,2,47,34.0,1,15
2,19.1,1,2,29,28.2,1,2
2,15.16,2,2,43,36.8,1,2
2,35.98,0,0,42,44.9,1,4
2,22.06,2,2,47,29.5,1,2
1,16.16,2,0,43,37.3,1,25
2,21.77,0,1,67,29.5,2,2
1,3.62,1,1,33,17.8,0,21
1,4.65,2,1,0,36.5,1,20
2,16.21,0,1,62,32.7,2,2
1,9.81,0,1,13,12.0,0,18
2,20.56,0,0,27,34.0,1,11
0,4.82,1,1,96,26.2,2,14
0,6.97,2,1,12,14.0,0,31
0,5.78,1,1,40,13.4,0,25
1,11.96,0,1,11,37.6,1,17
2,19.0,0,2,26,15.8,0,2
1,11.5,1,0,40,35.8,1,21
1,9.63,0,0,65,31.1,2,18
2,21.92,2,1,29,35.1,1,5
2,33.16,0,1,39,20.7,0,4
0,1.33,2,2,34,43.3,1,18
1,3.09,0,1,91,30.4,2,7
0,5.89,0,0,41,29.8,1,24
2,36.2,1,2,7,40.6,1,2
2,13.48,2,2,51,31.2,2,2
0,6.04,0,2,63,32.8,2,11
2,31.26,0,1,39,24.9,2,2
2,14.9,0,0,1,19.7,0,21
1,7.5,1,0,30,21.8,0,26
2,24.3,1,2,40,30.1,2,2
2,34.92,0,0,42,11.4,0,2
0,2.38,1,1,6,44.3,1,28
1,8.87,1,2,44,41.6,1,6
0,1.28,0,1,24,28.2,1,29
1,16.4,0,2,81,24.6,2,8
1,3.14,2,1,10,34.1,1,16
2,26.7,0,1,90,24.9,2,2
2,32.03,2,1,50,30.4,1,2
2,37.65,1,1,41,14.8,0,6
0,5.54,2,2,92,27.6,2,5
2,21.75,1,2,76,24.9,2,2
0,3.75,0,2,43,14.7,0,24
0,6.35,2,0,11,18.2,0,27
0,1.24,0,2,54,40.7,1,26
1,15.61,1,2,47,28.5,2,4
2,17.48,2,2,31,14.1,0,2
1,5.43,0,0,92,35.3,2,13
2,12.93,2,0,8,20.5,0,20
1,15.97,1,2,68,26.6,2,2
2,35.31,2,1,36,19.6,0,2
2,37.19,1,1,42,35.2,2,2
0,5.59,2,0,19,9.4,0,34
1,11.11,0,0,27,27.1,2,23
1,4.02,1,2,55,30.7,1,9
1,6.62,0,2,91,37.0,2,2
0,4.29,2,2,16,17.1,0,20
0,1.8,1,1,48,29.0,1,26
1,10.4,2,0,36,20.7,0,27
2,38.6,0,1,38,18.4,0,8
1,3.63,0,1,29,31.0,2,11
0,3.6,2,1,50,42.4,1,25
0,4.45,0,0,73,33.5,2,21
2,13.46,0,2,49,34.4,1,5
2,15.3,0,0,39,44.7,1,14
1,9.55,1,0,3,32.0,1,24
1,3.69,2,2,26,36.2,2,6
0,1.32,0,0,11,12.0,0,33
0,3.09,1,0,40,33.2,2,29
0,3.72,1,2,22,20.6,0,27
1,16.03,1,2,15,37.0,1,10
1,10.55,1,2,31,28.9,2,2
1,16.68,1,0,33,11.2,0,24
2,22.43,2,0,9,8.5,0,14
1,15.54,0,0,17,32.7,1,24
1,7.19,1,0,39,13.4,0,25
1,8.69,0,0,42,14.0,0,22
0,4.02,2,1,22,21.1,0,33
1,14.36,1,2,21,18.2,0,12
2,38.0,1,1,32,35.3,2,2
2,23.87,1,2,46,37.7,1,2
2,25.09,1,0,15,30.2,1,16
1,7.44,0,0,98,29.5,2,11
2,30.46,1,1,50,39.1,1,2
1,15.54,2,2,54,31.0,1,3
1,10.0,0,1,22,14.7,0,20
0,6.33,2,0,35,33.3,1,27
0,5.48,1,0,17,32.4,1,29
0,0.82,0,2,39,33.2,2,18
0,4.27,2,2,2,37.4,1,21
1,15.67,1,0,70,31.6,2,18
0,1.21,2,0,32,35.5,1,28
1,9.24,2,1,79,36.3,2,8
0,5.62,0,1,67,37.7,2,20
1,8.52,2,0,18,21.0,0,22
2,17.92,0,0,65,31.2,2,4
2,22.61,2,1,37,8.5,0,3
2,14.2,0,1,34,37.4,2,7
2,23.71,2,2,40,35.9,2,2
2,30.46,0,2,33,35.5,1,2
1,14.99,0,1,23,11.2,0,24
1,6.62,2,0,77,29.1,2,11
1,6.46,2,1,78,27.2,2,11
0,4.88,2,0,42,30.3,1,28
1,9.32,0,0,9,37.8,1,25
2,12.43,0,0,7,35.1,1,15
1,16.04,2,0,27,8.3,0,17
0,6.13,0,0,74,36.7,2,19
2,15.33,0,2,52,43.3,1,3
2,39.84,2,2,2,9.0,0,3
1,15.52,2,1,62,34.6,2,4
2,32.26,0,2,37,20.8,0,2
0,4.88,2,2,29,34.4,1,16
1,11.82,0,2,37,27.3,2,6
2,35.63,2,2,79,28.0,2,2
1,3.63,1,0,13,14.0,0,25
1,5.48,0,1,18,32.7,1,25
1,17.09,0,0,16,44.8,1,20
2,17.79,1,0,32,18.6,0,6
0,4.0,2,0,49,24.1,2,24
0,5.26,1,2,33,30.1,1,21
1,13.59,1,0,40,30.2,2,12
0,1.26,1,2,70,35.3,2,16
2,21.16,0,2,32,12.7,0,2
2,20.81,0,2,29,30.1,2,2
2,35.56,2,1,42,19.7,0,2
2,28.42,0,0,14,17.4,0,6
1,15.21,1,0,46,36.4,1,20
0,1.89,2,2,80,24.9,2,12
2,16.99,2,0,78,33.6,2,2
0,3.95,2,1,11,42.9,1,25
0,3.69,1,2,40,34.7,1,19
0,3.23,0,0,28,33.5,1,33
2,25.01,1,0,20,17.2,0,10
0,3.18,1,1,55,24.4,2,22
1,3.91,2,0,49,33.5,1,19
1,16.69,1,1,17,36.3,1,13
0,2.51,1,2,26,11.1,0,27
2,21.23,0,2,94,24.3,2,2
2,33.85,0,1,21,20.8,0,6
2,22.14,0,2,12,21.8,0,2
2,20.13,1,2,10,20.7,0,5
2,35.67,0,0,33,9.4,0,10
1,7.25,1,0,1,11.2,0,26
1,12.83,2,0,8,41.9,1,20
1,10.57,0,0,45,18.7,0,20
2,32.6,2,0,25,10.7,0,10
2,26.35,1,1,1,33.1,1,6
2,20.15,2,1,5,31.8,1,9
1,7.27,2,1,44,37.1,1,16
1,14.44,2,1,45,29.8,1,14
0,5.51,2,0,28,34.3,1,26
1,4.43,0,2,10,10.9,0,16
1,5.12,2,0,39,19.7,0,17
0,3.18,0,1,47,33.7,1,24
0,4.17,0,1,77,36.2,2,17
2,20.76,1,2,41,32.0,1,3
1,11.32,2,1,35,36.9,2,11
0,5.36,0,0,46,26.8,2,25
0,1.61,0,1,51,36.9,1,28
1,4.76,1,0,18,40.2,1,28
2,29.22,1,2,23,37.6,1,2
2,22.4,0,2,57,30.6,2,2
0,6.98,1,2,42,26.3,2,15
1,10.06,1,0,0,12.4,0,22
0,4.0,0,2,21,9.3,0,22
0,6.24,1,2,69,32.8,2,11
0,4.3,1,1,19,34.2,1,28
2,17.67,2,2,100,26.1,2,2
2,19.36,0,1,6,9.8,0,6
1,12.07,1,2,85,26.9,2,2
0,6.54,0,0,39,10.1,0,34
1,10.68,0,0,28,14.0,0,28
1,14.4,1,1,55,31.8,2,7
1,7.75,1,1,35,36.4,2,15
0,5.12,0,2,53,35.4,1,15
1,16.5,2,0,69,26.5,2,13
1,13.93,1,2,13,38.5,1,18
0,6.57,1,1,0,10.7,0,26
1,11.79,2,0,21,9.3,0,21
0,4.71,2,1,41,14.7,0,28
0,2.28,2,2,3,44.5,1,23
1,10.35,2,2,30,40.7,1,2
2,22.35,2,0,39,20.5,0,13
0,0.86,0,1,40,17.9,0,32
1,17.75,0,2,12,39.1,1,12
2,37.36,1,2,37,18.1,0,2
1,9.05,2,0,32,24.9,2,18
2,24.42,1,0,17,16.5,0,9
2,29.79,2,1,0,12.4,0,7
1,11.49,2,2,29,9.2,0,9
0,1.71,0,2,37,16.8,0,26
0,3.49,0,2,46,44.0,1,21
1,14.21,2,2,8,12.3,0,9
1,9.21,0,2,53,31.2,1,12
0,5.03,0,1,16,29.6,1,25
2,31.24,2,1,46,24.5,2,2
2,27.92,1,0,80,28.9,2,2
0,4.09,1,2,59,25.3,2,10
0,2.2,1,0,7,36.8,1,30
1,11.46,2,1,42,38.0,1,12
0,4.59,1,2,0,10.2,0,24
0,1.56,0,1,34,31.2,1,27
0,4.36,1,2,44,35.4,1,16
1,8.07,2,1,76,28.2,2,12
0,3.27,2,0,17,44.2,1,31
2,39.03,0,1,92,26.8,2,2
2,21.33,0,0,31,37.6,2,4
1,9.91,1,1,42,10.1,0,22
0,1.7,1,1,13,14.1,0,30
2,16.46,1,0,6,36.0,1,12
2,37.56,1,2,42,13.3,0,2
0,5.46,1,0,8,34.8,1,32
1,16.09,1,2,75,31.5,2,2
2,16.99,0,0,55,29.2,2,8
1,11.99,2,0,75,36.8,2,11
0,3.33,0,0,21,34.5,1,30
0,2.52,1,0,43,42.0,1,36
1,13.24,0,0,53,29.8,1,19
0,1.16,1,2,76,35.2,2,17
2,24.73,2,1,87,33.2,2,2
2,20.48,1,1,16,18.4,0,13
1,13.68,2,1,54,37.1,1,17
1,10.98,0,0,24,42.8,1,21
2,26.42,2,1,39,18.2,0,6
1,7.23,1,0,7,42.8,1,23
2,23.92,2,1,43,33.0,1,4
0,2.41,2,1,26,8.2,0,27
2,13.03,0,1,75,27.5,2,3
0,5.22,2,0,40,14.9,0,33
1,16.78,2,2,33,16.0,0,6
0,0.75,0,1,38,44.6,1,22
1,8.07,2,2,40,18.5,0,4
1,17.26,1,0,16,18.1,0,22
1,6.91,0,0,63,32.6,2,13
2,22.48,0,2,30,11.0,0,6
2,30.8,0,1,76,36.7,2,2
2,23.4,1,1,1,18.9,0,9
1,4.46,2,2,14,28.3,1,8
1,7.32,0,0,83,32.2,2,10
1,8.14,1,2,20,12.8,0,14
1,10.48,0,1,93,33.8,2,5
0,4.6,2,2,35,21.8,0,16
0,2.9,0,2,62,34.5,2,12
0,4.56,2,2,36,14.0,0,19
0,3.69,1,2,55,29.3,2,13
0,1.87,0,1,7,16.0,0,30
0,4.08,0,2,22,40.8,1,19
1,12.96,1,2,43,21.4,0,14
2,26.91,1,2,53,36.0,2,2
1,7.33,0,0,34,42.1,1,21
1,16.61,2,0,74,32.1,2,8
0,1.96,2,0,89,38.0,2,22
2,38.47,2,2,20,38.4,1,2
2,32.8,0,1,41,13.5,0,7
2,22.33,0,0,55,32.1,1,2
0,0.92,1,0,1,31.5,1,34
1,12.05,1,0,55,35.2,2,17
0,2.09,2,1,4,8.1,0,30
0,6.14,2,2,30,42.7,1,19
1,13.74,2,2,38,17.1,0,9
2,25.46,2,0,46,29.0,1,9
2,32.07,0,1,32,38.7,1,2
1,5.19,1,0,16,18.6,0,20
2,30.38,0,1,9,43.5,1,3
1,7.95,0,1,44,9.0,0,20
0,4.98,1,1,21,41.4,1,25
2,28.64,1,2,48,30.4,1,2
1,7.37,2,1,45,31.9,2,12
1,13.1,1,2,9,40.6,1,13
1,6.42,1,1,52,32.2,2,10
0,2.87,2,0,32,40.7,1,33
2,16.36,0,1,89,28.4,2,2
1,5.54,1,1,92,30.7,2,4
2,20.66,0,1,14,10.1,0,10
2,17.51,2,0,88,30.4,2,6
2,17.67,2,0,29,29.6,2,3
0,2.26,1,2,34,19.9,0,23
0,2.11,1,2,57,35.2,2,15
0,1.98,2,2,45,14.4,0,22
2,17.32,1,0,33,36.7,2,7
0,1.85,2,1,15,16.2,0,27
2,14.05,0,1,86,25.6,2,2
0,4.03,1,0,13,16.4,0,34
1,14.66,0,2,12,38.0,1,14
2,19.05,2,1,26,16.4,0,7
2,38.64,1,2,19,32.5,1,2
2,30.98,0,1,32,33.2,1,2
0,6.31,1,0,32,36.0,1,32
0,4.87,0,0,6,43.7,1,28
2,33.36,0,0,13,12.3,0,12
1,4.54,1,2,19,43.8,1,16
1,14.79,0,0,54,30.7,1,21
2,39.47,0,1,78,34.9,2,2
1,7.59,1,1,22,19.6,0,27
1,11.45,1,1,48,35.1,1,15
1,17.62,1,2,17,8.3,0,11
2,32.07,0,0,62,35.7,2,3
1,14.09,1,2,52,32.6,2,6
1,6.65,1,0,20,18.1,0,28
0,6.74,2,1,87,27.5,2,14
2,14.84,2,1,40,12.8,0,5
1,16.21,0,1,4,12.5,0,19
2,28.51,1,0,36,10.8,0,11
2,27.59,2,2,52,33.0,1,2
0,5.12,0,0,65,37.4,2,19
2,25.11,0,0,29,34.2,1,13
0,2.16,2,2,47,43.9,1,18
1,15.48,1,1,3,20.8,0,23
2,24.24,1,0,29,37.4,2,7
2,21.35,1,1,33,34.3,2,2
2,26.89,0,2,32,19.8,0,8
2,33.48,2,0,27,19.4,0,12
1,12.76,1,2,4,10.5,0,13
2,23.24,2,1,18,8.1,0,7
1,7.84,0,0,9,11.6,0,26
1,12.98,2,1,98,37.0,2,9
2,33.64,2,0,13,12.3,0,13
0,6.71,0,2,20,42.8,1,25
0,2.47,2,0,27,21.9,0,33
1,4.85,0,0,24,28.4,1,29
2,13.38,2,0,28,34.8,1,13
0,6.44,0,0,91,25.7,2,22
0,4.43,0,1,65,29.8,2,19
2,26.24,1,1,29,28.3,1,6
1,8.32,1,1,19,19.7,0,15
1,12.76,0,2,24,20.3,0,17
0,6.33,1,2,30,26.0,2,17
0,5.02,2,0,2,8.9,0,38
0,2.92,2,2,26,42.0,1,16
2,17.09,0,2,39,35.0,2,2
0,3.12,1,0,23,43.5,1,31
0,0.72,1,0,55,30.5,1,31
1,14.44,0,2,46,36.9,1,10
0,1.23,0,1,30,14.5,0,29
1,15.85,2,1,40,8.0,0,10
1,11.1,0,1,37,30.7,2,12
2,18.14,2,0,8,19.3,0,17
2,19.9,0,2,39,29.8,1,5
0,4.79,1,0,67,33.9,2,18
2,21.18,2,1,23,17.3,0,9
2,37.37,2,0,74,32.8,2,2
0,5.93,0,2,15,10.3,0,17
1,10.26,0,2,22,31.2,1,19
1,12.32,1,0,34,35.5,1,14
2,37.87,1,2,68,38.0,2,2
1,4.45,2,1,68,34.7,2,13
1,12.63,0,1,34,30.1,1,16
0,2.42,0,2,69,28.3,2,18
1,5.74,2,0,90,26.7,2,13
0,2.8,0,2,44,31.9,2,15
2,22.15,2,0,54,33.7,2,5
0,4.63,0,2,39,11.2,0,23
2,23.87,0,2,50,27.9,2,2
1,16.41,1,2,29,33.5,1,9
2,19.04,1,0,35,17.4,0,13
2,15.93,0,0,30,42.0,1,16
0,3.22,1,0,100,26.7,2,20
1,13.89,0,1,37,21.2,0,16
0,4.87,0,1,20,8.2,0,31
0,2.01,2,2,28,33.1,1,19
0,3.45,2,2,34,36.3,2,13
1,4.69,0,1,29,35.2,1,13
0,5.43,2,2,14,36.9,1,22
2,25.85,1,0,80,29.9,2,2
2,32.51,0,1,57,33.0,2,2
1,4.52,1,0,31,11.4,0,28
1,12.98,0,2,6,45.0,1,16
2,26.53,2,1,73,24.6,2,2
0,4.24,2,2,7,21.5,0,22
2,32.11,2,1,2,33.9,1,10
1,3.56,1,2,76,35.4,2,2
2,17.06,0,0,67,25.4,2,2
1,15.74,0,2,16,34.1,1,11
0,2.61,1,1,44,21.9,0,24
1,14.56,0,0,95,33.1,2,9
0,2.79,1,0,34,40.6,1,25
0,6.44,1,1,5,17.0,0,29
0,6.06,1,0,31,34.0,1,33
1,7.84,1,0,7,10.7,0,24
2,27.07,2,1,75,32.7,2,2
0,5.13,0,0,42,13.7,0,30
2,37.8,1,1,6,19.8,0,11
2,39.18,1,2,66,38.0,2,2
2,12.74,0,2,14,42.2,1,6
0,4.71,0,0,13,30.5,1,29
2,27.58,1,1,36,31.3,1,11
0,4.58,2,2,24,40.7,1,15
1,16.5,1,1,15,33.4,1,8
1,7.82,0,2,44,11.5,0,12
2,20.78,2,1,54,34.1,2,2
2,34.99,2,2,53,30.5,2,2
2,24.21,1,1,46,24.3,2,2
1,16.44,2,2,30,20.1,0,11
0,2.14,2,1,28,34.0,2,26
1,17.79,1,2,13,17.3,0,13
1,14.98,1,0,90,37.2,2,14
0,2.54,2,2,25,37.6,2,19
2,13.78,0,0,77,34.2,2,4
2,33.66,0,0,47,35.7,2,8
2,14.64,0,1,25,16.0,0,11
2,31.5,1,1,8,42.4,1,6
0,3.75,2,1,11,32.4,1,30
0,4.61,0,1,68,30.3,2,20
2,31.12,0,2,6,10.4,0,5
2,22.77,0,0,1,41.6,1,10
0,4.54,0,0,48,31.5,2,23
1,12.0,0,2,36,10.5,0,8
0,0.7,2,0,2,43.9,1,36
0,2.77,1,1,11,16.3,0,31
0,6.48,2,0,83,37.0,2,21
2,30.72,1,1,4,12.7,0,6
1,8.37,0,1,30,19.4,0,21
2,35.74,2,2,5,17.3,0,2
2,23.04,2,2,94,33.0,2,2
1,14.45,1,0,18,44.1,1,18
0,1.18,1,0,35,36.2,1,32
1,14.56,1,1,44,28.9,1,15
0,6.35,1,2,94,26.4,2,9
1,3.42,2,0,63,29.4,2,13
2,26.67,1,2,47,31.1,2,2
2,14.76,2,0,11,20.5,0,15
0,4.66,1,0,26,24.6,2,25
1,16.86,0,2,0,20.7,0,12
1,8.58,0,1,25,8.6,0,14
0,4.85,2,0,79,33.5,2,19
1,16.71,0,2,77,33.7,2,2
1,15.64,1,1,12,41.9,1,13
2,31.49,2,1,28,9.8,0,6
2,15.2,0,0,45,36.6,2,4
1,17.33,0,2,45,43.8,1,9
1,7.27,1,2,36,32.4,1,13
0,1.81,0,2,33,44.9,1,19
1,6.43,1,0,24,10.6,0,24
0,3.35,1,2,9,35.5,1,19
0,5.5,2,2,20,8.6,0,21
1,6.01,0,1,41,29.0,1,17
1,3.95,0,1,48,32.8,2,10
0,4.41,1,0,18,15.8,0,37
0,1.22,2,1,4,13.7,0,27
0,0.75,2,1,6,39.6,1,28
0,0.88,1,0,74,34.8,2,24
2,14.07,0,2,85,37.1,2,2
2,29.25,1,1,82,36.7,2,2
1,10.19,1,2,9,35.7,1,18
1,12.56,0,0,11,44.4,1,20
0,3.31,1,2,19,10.0,0,27
1,15.78,1,2,76,25.8,2,2
1,14.0,1,1,28,44.2,1,14
1,12.98,1,1,8,40.3,1,19
0,4.79,2,0,71,36.6,2,24
2,20.59,1,1,75,26.0,2,2
1,5.99,2,1,21,15.7,0,23
0,3.31,2,1,81,24.3,2,18
0,4.16,1,2,44,33.0,2,20
2,20.86,0,0,15,42.8,1,16
1,14.03,2,2,29,33.5,2,8
0,6.48,0,0,3,12.6,0,40
1,17.37,0,2,19,19.8,0,17
1,16.57,2,1,82,30.7,2,5
0,1.56,2,0,7,15.5,0,33
2,27.46,1,0,85,33.8,2,2
0,6.41,0,2,6,18.6,0,32
0,3.6,1,1,49,28.3,1,22
1,9.71,2,2,1,21.6,0,7
2,39.66,2,1,23,29.2,1,3
1,5.96,0,0,66,28.1,2,16
0,0.6,1,2,37,35.1,1,25
0,6.38,2,1,28,30.9,2,27
0,5.05,0,2,16,14.3,0,24
2,14.25,2,1,95,24.4,2,2
2,12.54,0,2,73,26.8,2,2
2,22.5,2,1,71,35.2,2,2
1,4.99,1,2,22,40.2,1,11
1,4.27,0,1,65,36.1,2,9
0,2.08,0,0,11,13.2,0,37
0,0.59,0,0,68,36.2,2,27
2,29.53,0,0,83,32.8,2,2
2,15.88,0,0,35,26.6,2,10
2,34.16,0,0,14,31.6,1,7
2,34.89,2,0,45,44.8,1,2
2,20.07,2,0,43,38.1,1,11
2,39.28,0,0,16,10.0,0,6
2,15.47,2,0,34,26.6,2,10
0,5.93,0,1,62,32.4,2,14
2,23.94,2,1,22,18.3,0,4
2,13.81,1,1,4,14.9,0,11
2,14.24,0,2,48,43.3,1,2
2,33.6,0,1,71,33.8,2,2
2,19.35,2,0,65,30.3,2,2
1,11.19,1,1,47,31.2,1,11
2,21.88,0,0,84,36.3,2,2
1,5.29,1,1,47,40.8,1,21
1,8.72,0,0,55,38.7,1,18
2,38.49,0,0,52,25.3,2,2
1,8.06,1,0,1,36.5,1,27
2,25.62,1,0,31,14.1,0,15
0,2.8,1,2,6,8.9,0,25
1,17.15,0,0,52,29.8,2,16
0,2.7,1,2,19,17.6,0,24
0,5.21,2,1,51,39.7,1,24
0,0.91,1,2,28,34.3,1,23
2,37.64,0,1,85,35.0,2,2
2,31.55,1,2,8,44.4,1,2
0,2.04,2,2,56,30.8,2,7
1,16.21,0,1,74,34.5,2,6
1,6.99,1,2,82,29.5,2,3
0,2.86,1,2,3,14.6,0,27
1,5.19,2,1,59,37.4,2,11
1,6.0,1,2,49,37.4,2,6
2,26.66,0,2,32,12.0,0,2
1,7.47,1,2,13,10.0,0,21
1,14.64,0,1,9,35.6,1,18
1,9.66,2,0,65,25.5,2,13
2,16.56,2,1,8,33.5,1,11
0,4.09,0,0,23,30.4,1,32
0,2.61,2,1,47,28.6,2,18
0,4.18,2,1,36,28.7,1,21
2,37.95,0,1,8,10.1,0,5
2,14.57,0,2,23,21.6,0,4
0,0.9,1,1,78,33.0,2,21
1,15.34,2,0,51,30.3,2,18
1,12.67,0,0,35,8.3,0,26
2,13.19,2,0,14,40.9,1,20
0,3.02,2,1,40,39.4,1,23
0,0.65,2,1,45,39.9,1,25
2,28.32,0,0,0,12.9,0,13
0,6.34,2,1,46,29.6,2,20
2,19.44,2,2,23,36.7,1,2
0,2.67,0,2,20,43.3,1,20
1,17.52,0,1,90,34.8,2,7
0,3.02,0,0,6,18.4,0,36
2,35.32,2,2,43,31.6,1,2
2,13.52,1,1,40,31.9,1,11
0,0.58,2,0,53,31.1,1,25
1,8.83,0,1,66,30.4,2,5
1,7.28,1,2,56,25.1,2,10
0,0.83,0,0,26,37.3,2,30
1,4.46,2,2,23,11.0,0,11
0,0.99,1,2,26,39.1,1,23
0,3.47,1,0,51,43.5,1,29
0,5.65,2,2,85,26.4,2,11
1,7.1,2,2,27,33.8,2,8
1,5.3,0,2,33,29.6,2,9
1,17.59,1,1,36,20.6,0,17
2,19.88,0,1,86,26.8,2,2
0,5.77,0,2,41,28.8,1,25
2,25.68,1,2,54,34.0,2,2
0,5.83,2,1,34,30.8,1,23
2,27.14,1,2,66,34.3,2,2
1,14.51,1,1,9,41.8,1,19
1,8.4,2,2,27,29.5,1,8
1,14.31,2,1,55,39.6,1,15
0,1.44,1,2,68,31.6,2,16
2,23.1,0,0,78,36.3,2,2
2,14.91,2,0,25,27.6,2,2
2,34.06,0,2,87,25.6,2,2
2,26.65,1,2,52,34.7,1,2
2,30.03,0,0,44,35.7,2,2
0,5.7,2,0,88,26.0,2,26
0,4.02,1,1,6,21.3,0,34
0,2.42,0,0,13,10.6,0,34
1,17.17,1,0,42,34.9,1,16
2,22.86,2,1,13,33.2,1,2
2,31.02,2,2,2,15.0,0,2
1,10.1,0,1,74,34.5,2,8
2,25.73,2,1,28,29.3,2,2
1,11.16,0,1,5,32.2,1,21
0,2.69,1,1,85,24.5,2,13
1,6.25,2,2,26,29.6,1,7
2,13.93,0,2,11,35.9,1,2
2,30.3,2,1,31,27.5,2,2
